,02E,02S,02W,02N,08E,08S,08W,08N,14E,14S,14W,14N,20E,20S,20W,20N
3803,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0
3804,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
3805,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0
3806,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0
3807,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1
3808,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1
3809,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3810,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1
3811,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0
3812,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0
3813,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
3814,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0
3815,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
3816,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1
3817,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1
3818,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1
3819,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
3820,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
3821,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
3822,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
3823,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0
3824,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0
3825,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1
3826,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,1
3827,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1
3828,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1
3829,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
3830,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1
3831,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1
3832,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
3833,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1
3834,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
3835,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1
3836,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
3837,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0
3838,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
3839,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
3840,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0
3841,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0
3842,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1
3843,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1
3844,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0
3845,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
3846,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
3847,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
3848,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
3849,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1
3850,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0
3851,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
3852,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0
3853,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0
3854,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0
3855,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1
3856,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1
3857,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0
3858,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
3859,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
3860,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0
3861,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
3862,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1
3863,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1
3864,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0
4077,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1
4078,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
4079,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
4080,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1
4081,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
4082,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
4083,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1
4084,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
4085,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
4086,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
4087,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
4088,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
4089,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
4090,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0
4091,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
4092,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
4093,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
4094,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
4095,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
4096,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1
4097,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1
4098,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1
4099,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
4100,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
4101,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0
4102,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
4103,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
4104,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1
4105,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
4106,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
4107,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
4108,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0
4109,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1
4110,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1
4111,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
4112,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1
4113,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
4114,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
4115,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
4116,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
4117,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
4118,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
4119,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
4120,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0
4121,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1
4122,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
4123,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1
4124,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
4125,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
4126,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
4127,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
4128,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0
4129,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1
4130,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1
4131,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1
4132,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1
4133,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
4134,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0
4135,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
4136,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4137,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
4138,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
4139,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0
4140,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
4141,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0
4142,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1
4143,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0
4144,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1
4145,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
4146,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
4147,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
4148,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0
4149,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1
4150,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
4151,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0
4152,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0
4153,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0
4154,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
4155,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0
4156,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0
4157,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0
4158,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0
4159,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
4160,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
4161,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
4162,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1
4163,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1
4164,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1
4165,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
4166,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
4167,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1
4168,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1
4169,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
4170,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
4171,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0
4172,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
4173,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
4174,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1
4175,1,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
4176,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0
4177,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
4178,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0
4179,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
4180,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
4181,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1
4182,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1
4183,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
4184,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
4185,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0
4186,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
4187,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
4188,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0
4189,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4190,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
4191,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
4192,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
4193,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1
4194,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1
4195,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0
4196,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0
4197,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1
4198,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1
4199,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
4200,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0
4201,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0
4202,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1
4203,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0
4204,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1
4205,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
4206,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0
4207,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
4208,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0
4209,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1
4210,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
4211,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
4212,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
4213,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
4214,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1
4215,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
4216,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0
4217,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0
4218,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1
4219,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1
4220,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1
4221,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0
4222,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
4223,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
4224,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1
4225,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0
4226,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1
4227,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
4228,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0
4229,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
5903,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0
5904,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
5905,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0
5906,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1
5907,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0
5908,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1
5909,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0
5910,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0
5911,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
5912,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0
5913,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0
5914,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1
5915,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0
5916,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0
5917,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
5918,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0
5919,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5920,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0
5921,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1
5922,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0
5923,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0
5924,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
5925,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0
5926,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0
5927,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0
5928,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
5929,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
5930,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5931,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
5932,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
5933,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0
5934,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1
5935,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1
5936,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0
5937,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0
5938,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
5939,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
5940,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1
5941,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0
5942,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1
5943,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0
5944,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5945,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5946,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
5947,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0
5948,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0
5949,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0
5950,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0
5951,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1
5952,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1
5953,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1
5954,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0
5955,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
5956,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0
5957,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
5958,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1
5959,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
5960,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0
5961,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
5962,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1
5963,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0
5964,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1
5965,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0
5966,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
5967,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
5968,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
5969,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
5970,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
5971,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0
5972,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1
5973,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1
5974,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
5975,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
5976,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1
5977,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
5978,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5979,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0
5980,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0
5981,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0
5982,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
5983,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
5984,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0
5985,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1
5986,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
5987,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
5988,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
5989,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0
5990,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0
5991,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
5992,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0
5993,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0
5994,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
5995,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0
5996,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0
5997,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0
5998,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
5999,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
6000,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
6001,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0
6002,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0
6003,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1
6004,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0
6005,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
6006,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1
6007,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0
6008,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0
6009,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0
6010,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0
6011,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0
6012,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0
6013,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0
6014,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
6015,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0
6016,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
6017,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1
6018,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
6019,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0
6020,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0
6021,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
6022,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0
6023,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
6024,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
6025,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
6026,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1
6027,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
6028,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0
6029,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0
6030,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0
6031,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1
6032,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
6033,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0
6034,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
6035,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0
6036,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0
6037,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0
6038,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
6039,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0
6040,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1
6041,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0
6042,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
6043,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0
6044,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0
6045,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
6046,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
6047,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
6048,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1
6049,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
6050,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
6051,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
6052,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0
6053,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0
6054,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
6055,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
6269,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0
6270,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
6271,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0
6272,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0
6273,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1
6274,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0
6275,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0
6276,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
6277,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6278,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1
6279,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1
6280,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0
6281,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
6282,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0
6283,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
6284,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
6285,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1
6286,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1
6287,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
6288,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
6289,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1
6290,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,0
6291,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1
6292,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1
6293,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0
6294,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1
6295,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0
6296,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
6297,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0
6298,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0
